IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2003,false,,,,,,,,,,,,,6.8,,,,,,6.8,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2003,false,,,,,,,,,,,,,61.22,,,,,,61.22,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2003,false,,,,,,,,,,,,,62.85,,,,,,62.85,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BEL,Belgium,Year,2003,false,,,,,,,,,,,,,65.3,,,,,,65.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2003,false,,,,,,,,,,,,,66.7,,,,,,66.7,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,POL,Poland,Year,2003,false,,,,,,,,,,,,,66.8,,,,,,66.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ROU,Romania,Year,2003,false,,,,,,,,,,,,,67.46,,,,,,67.46,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2003,false,,,,,,,,,,,,,7.3,,,,,,7.3,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2003,false,,,,,,,,,,,,,7.8,,,,,,7.8,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2003,false,,,,,,,,,,,,,72.4,,,,,,72.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2003,false,,,,,,,,,,,,,72.5,,,,,,72.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MLT,Malta,Year,2003,false,,,,,,,,,,,,,74.29,,,,,,74.29,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2003,false,,,,,,,,,,,,,75.5,,,,,,75.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2003,false,,,,,,,,,,,,,76.99,,,,,,76.99,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,AUT,Austria,Year,2003,false,,,,,,,,,,,,,77.3,,,,,,77.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CZE,Czechia,Year,2003,false,,,,,,,,,,,,,77.3,,,,,,77.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2003,false,,,,,,,,,,,,,78.5,,,,,,78.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2003,false,,,,,,,,,,,,,79,,,,,,79,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LVA,Latvia,Year,2003,false,,,,,,,,,,,,,79.5,,,,,,79.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2003,false,,,,,,,,,,,,,82.73,,,,,,82.73,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2003,false,,,,,,,,,,,,,87.4,,,,,,87.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2003,false,,,,,,,,,,,,,88.11,,,,,,88.11,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2002,false,,,,,,,,,,,,,10.9,,,,,,10.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,MAR,Morocco,Year,2002,false,,,,,,,,,,,,,10.9,,,,,,10.9,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2002,false,,,,,,,,,,,,,111.5,,,,,,111.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2002,false,,,,,,,,,,,,,119.4,,,,,,119.4,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2002,false,,,,,,,,,,,,,12.7,,,,,,12.7,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2002,false,,,,,,,,,,,,,13.8,,,,,,13.8,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,JPN,Japan,Year,2002,false,,,,,,,,,,,,,144.3,,,,,,144.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CRI,Costa Rica,Year,2002,false,,,,,,,,,,,,,15.7,,,,,,15.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,IRN,Iran (Islamic Republic of),Year,2002,false,,,,,,,,,,,,,16.3,,,,,,16.3,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,CHN,China,Year,2002,false,,,,,,,,,,,,,17,,,,,,17,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,JOR,Jordan,Year,2002,false,,,,,,,,,,,,,17,,,,,,17,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,TUN,Tunisia,Year,2002,false,,,,,,,,,,,,,17.1,,,,,,17.1,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,DJI,Djibouti,Year,2002,false,,,,,,,,,,,,,17.5,,,,,,17.5,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2002,false,,,,,,,,,,,,,20.4,,,,,,20.4,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,EGY,Egypt,Year,2002,false,,,,,,,,,,,,,21,,,,,,21,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2002,false,,,,,,,,,,,,,21.9,,,,,,21.9,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,KWT,Kuwait,Year,2002,false,,,,,,,,,,,,,22,,,,,,22,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SAU,Saudi Arabia,Year,2002,false,,,,,,,,,,,,,22.4,,,,,,22.4,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2002,false,,,,,,,,,,,,,23.6,,,,,,23.6,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TUR,Turkey,Year,2002,false,,,,,,,,,,,,,24.9,,,,,,24.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CHL,Chile,Year,2002,false,,,,,,,,,,,,,25.4,,,,,,25.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,BRA,Brazil,Year,2002,false,,,,,,,,,,,,,25.9,,,,,,25.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,BHR,Bahrain,Year,2002,false,,,,,,,,,,,,,28.6,,,,,,28.6,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,AFG,Afghanistan,Year,2002,false,,,,,,,,,,,,,3.9,,,,,,3.9,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,LBN,Lebanon,Year,2002,false,,,,,,,,,,,,,30,,,,,,30,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AFR,Africa,Country,ZAF,South Africa,Year,2002,false,,,,,,,,,,,,,31,,,,,,31,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SWE,Sweden,Year,2002,false,,,,,,,,,,,,,31.3,,,,,,31.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ALB,Albania,Year,2002,false,,,,,,,,,,,,,31.41,,,,,,31.41,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BIH,Bosnia and Herzegovina,Year,2002,false,,,,,,,,,,,,,32.06,,,,,,32.06,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,USA,United States of America,Year,2002,false,,,,,,,,,,,,,33.9,,,,,,33.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ESP,Spain,Year,2002,false,,,,,,,,,,,,,35.3,,,,,,35.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,PRT,Portugal,Year,2002,false,,,,,,,,,,,,,35.7,,,,,,35.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,CAN,Canada,Year,2002,false,,,,,,,,,,,,,36.4,,,,,,36.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ISR,Israel,Year,2002,false,,,,,,,,,,,,,38.1,,,,,,38.1,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,LBY,Libya,Year,2002,false,,,,,,,,,,,,,39,,,,,,39,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,AUS,Australia,Year,2002,false,,,,,,,,,,,,,39.3,,,,,,39.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2002,false,,,,,,,,,,,,,39.8,,,,,,39.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SOM,Somalia,Year,2002,false,,,,,,,,,,,,,4.2,,,,,,4.2,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MNE,Montenegro,Year,2002,false,,,,,,,,,,,,,41.97,,,,,,41.97,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GEO,Georgia,Year,2002,false,,,,,,,,,,,,,41.98,,,,,,41.98,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,DNK,Denmark,Year,2002,false,,,,,,,,,,,,,42.9,,,,,,42.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ARM,Armenia,Year,2002,false,,,,,,,,,,,,,43.48,,,,,,43.48,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ITA,Italy,Year,2002,false,,,,,,,,,,,,,44.4,,,,,,44.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,NLD,Netherlands,Year,2002,false,,,,,,,,,,,,,46.9,,,,,,46.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,GRC,Greece,Year,2002,false,,,,,,,,,,,,,47.5,,,,,,47.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,WPR,Western Pacific,Country,KOR,Republic of Korea,Year,2002,false,,,,,,,,,,,,,48.3,,,,,,48.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2002,false,,,,,,,,,,,,,48.36,,,,,,48.36,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,NOR,Norway,Year,2002,false,,,,,,,,,,,,,49.9,,,,,,49.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,YEM,Yemen,Year,2002,false,,,,,,,,,,,,,5.9,,,,,,5.9,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TKM,Turkmenistan,Year,2002,false,,,,,,,,,,,,,50.22,,,,,,50.22,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SVN,Slovenia,Year,2002,false,,,,,,,,,,,,,50.9,,,,,,50.9,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2002,false,,,,,,,,,,,,,55.28,,,,,,55.28,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,UZB,Uzbekistan,Year,2002,false,,,,,,,,,,,,,55.39,,,,,,55.39,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,HRV,Croatia,Year,2002,false,,,,,,,,,,,,,56.69,,,,,,56.69,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,IRL,Ireland,Year,2002,false,,,,,,,,,,,,,57.8,,,,,,57.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CHE,Switzerland,Year,2002,false,,,,,,,,,,,,,59.5,,,,,,59.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,EST,Estonia,Year,2002,false,,,,,,,,,,,,,59.8,,,,,,59.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,SEAR,South-East Asia,Country,IND,India,Year,2002,false,,,,,,,,,,,,,6.3,,,,,,6.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2002,false,,,,,,,,,,,,,6.9,,,,,,6.9,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,TJK,Tajikistan,Year,2002,false,,,,,,,,,,,,,62.74,,,,,,62.74,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BGR,Bulgaria,Year,2002,false,,,,,,,,,,,,,64.85,,,,,,64.85,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BEL,Belgium,Year,2002,false,,,,,,,,,,,,,65.4,,,,,,65.4,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MDA,Republic of Moldova,Year,2002,false,,,,,,,,,,,,,67.47,,,,,,67.47,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SDN,Sudan,Year,2002,false,,,,,,,,,,,,,7.3,,,,,,7.3,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,KAZ,Kazakhstan,Year,2002,false,,,,,,,,,,,,,70.18,,,,,,70.18,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,FIN,Finland,Year,2002,false,,,,,,,,,,,,,73.5,,,,,,73.5,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,MLT,Malta,Year,2002,false,,,,,,,,,,,,,74.83,,,,,,74.83,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,SVK,Slovakia,Year,2002,false,,,,,,,,,,,,,75.7,,,,,,75.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,ROU,Romania,Year,2002,false,,,,,,,,,,,,,76.67,,,,,,76.67,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,FRA,France,Year,2002,false,,,,,,,,,,,,,77.1,,,,,,77.1,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,CZE,Czechia,Year,2002,false,,,,,,,,,,,,,77.6,,,,,,77.6,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,AUT,Austria,Year,2002,false,,,,,,,,,,,,,78.1,,,,,,78.1,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LVA,Latvia,Year,2002,false,,,,,,,,,,,,,78.7,,,,,,78.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,HUN,Hungary,Year,2002,false,,,,,,,,,,,,,79.1,,,,,,79.1,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,LTU,Lithuania,Year,2002,false,,,,,,,,,,,,,81,,,,,,81,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,AZE,Azerbaijan,Year,2002,false,,,,,,,,,,,,,84.05,,,,,,84.05,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,DEU,Germany,Year,2002,false,,,,,,,,,,,,,88.7,,,,,,88.7,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,UKR,Ukraine,Year,2002,false,,,,,,,,,,,,,88.93,,,,,,88.93,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,AMR,Americas,Country,MEX,Mexico,Year,2001,false,,,,,,,,,,,,,10.8,,,,,,10.8,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,RUS,Russian Federation,Year,2001,false,,,,,,,,,,,,,113.3,,,,,,113.3,,"OECD (2020), Hospital beds (indicator). (Accessed on 30 June 2020)",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EUR,Europe,Country,BLR,Belarus,Year,2001,false,,,,,,,,,,,,,125.8,,,,,,125.8,,"European Health for All database (WHO), 26 May 2020",EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2001,false,,,,,,,,,,,,,13,,,,,,13,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
WHS6_102,Hospital beds (per 10 000 population),numeric,EMR,Eastern Mediterranean,Country,SYR,Syrian Arab Republic,Year,2001,false,,,,,,,,,,,,,14,,,,,,14,,WHO EMRO regional observatory (Accessed on 26 May 2020),EN,2020-07-01T04:00:00.000Z
